startdate,enddate,status,ipaddress,progress,durationinseconds,finished,recordeddate,responseid,recipientlastname,recipientfirstname,recipientemail,externalreference,locationlatitude,locationlongitude,distributionchannel,userlanguage,gender,race,party,age,q_children,q_edu,q_inc,q_zip,q_health,q_health_yn_1,q_health_yn_2,q_health_yn_3,q_health_yn_4,q_health_yn_5,q_health_yn_6,q_trust_general_1,q_trust_general_2,q_trust_general_3,q_trust_general_4,q_trust_general_5,q_trust_general_6,q_trust_general_7,q_trust_general_8,q_trust_general_9,q_trust_general_10,q_trust_general_11,q_trust_general_12,q_consume_general_1,q_consume_general_2,q_consume_general_3,q_consume_general_4,q_consume_general_5,q_consume_general_6,q_consume_general_7,q_consume_general_8,q_consume_general_9,q_consume_general_10,q_consume_general_11,q_consume_general_12,q_trust_covid_1,q_trust_covid_2,q_trust_covid_3,q_trust_covid_4,q_trust_covid_5,q_trust_covid_6,q_trust_covid_7,q_trust_covid_8,q_trust_covid_9,q_trust_covid_10,q_trust_covid_11,q_trust_covid_12,q_consume_covid_1,q_consume_covid_2,q_consume_covid_3,q_consume_covid_4,q_consume_covid_5,q_consume_covid_6,q_consume_covid_7,q_consume_covid_8,q_consume_covid_9,q_consume_covid_10,q_consume_covid_11,q_consume_covid_12,q108_do,social_dist_now,social_dist_twoweeks,normalprob0,normalprob,distancingprob,wtpdistancing,q_origin,q_trumptest,q_economy,q_cases_inc,q_trump_inc,q_cases_uninc,q_trump_uninc,q_greater,q_less,aid,incentivized,factualquestions_do,quantitativepredictionsincentivi,quantitativepredictionsunincenti
2020-04-04 20:06:13,2020-04-04 20:17:02,IP Address,107.77.173.30,100,648,True,2020-04-04 20:17:02,R_Z7AG86bXohNhxJv,,,,,41.848297,-87.651703,anonymous,EN,Male,White (Not Hispanic or Latinx),Democrat (Strongly Democratic),73,0,Bachelor's degree,"$30,000 to $39,999",61832,Fair,No,No,No,Yes,Yes,Yes,A fair amount,Not familiar with this outlet,Not very much,A great deal,A great deal,A fair amount,A fair amount,None at all,None at all,None at all,A great deal,A great deal,Often,Never,Rarely,Rarely,Often,Sometimes,Never,Never,Never,Never,Never,Never,A great deal,None at all,A fair amount,A fair amount,A great deal,A fair amount,A fair amount,Not very much,None at all,A fair amount,A great deal,A great deal,Often,Never,Sometimes,Rarely,Often,Rarely,Rarely,Never,Never,Never,Sometimes,Sometimes,"MSNBC|The Centers for Disease Control (CDC)|Network news (ABC, CBS, NBC)|The New York Times|Fox News|The Wall Street Journal|Facebook|Twitter|Breitbart|CNN|The World Health Organization (WHO)|Wikipedia",80,50,80,,20,0,It came about naturally,"Yes, and he tested negative",1,,,135000,90,Equally likely to be both,True News,5e89202e-4fdf-0b39-cfc5-b2091103ecdc,0,Q114|Q115,,Q85|Q113|Q112
2020-04-04 20:08:08,2020-04-04 20:17:04,IP Address,172.58.157.153,100,536,True,2020-04-04 20:17:05,R_1opU5Ywf20dUTrR,,,,,37.751007,-97.821999,anonymous,EN,Male,Black or African American (Not Hispanic or Latinx),Independent (Do not lean towards either party),19,0,High school diploma or equivalent (for example: GED),"$20,000 to $29,999",35010,Very good,No,No,No,Yes,No,No,A great deal,Not familiar with this outlet,A great deal,A fair amount,A great deal,Not familiar with this outlet,A fair amount,A fair amount,A fair amount,A fair amount,A fair amount,A fair amount,Often,Not familiar with this outlet,Often,Sometimes,Often,Not familiar with this outlet,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,A great deal,Not familiar with this outlet,A great deal,A fair amount,A great deal,Not familiar with this outlet,A fair amount,A fair amount,A fair amount,A great deal,A great deal,A fair amount,Often,Not familiar with this outlet,Often,Sometimes,Often,Not familiar with this outlet,Sometimes,Sometimes,Sometimes,Often,Often,Sometimes,"Facebook|Wikipedia|Network news (ABC, CBS, NBC)|The World Health Organization (WHO)|CNN|MSNBC|Breitbart|The Centers for Disease Control (CDC)|The Wall Street Journal|Fox News|Twitter|The New York Times",100,50,80,,10,1000,It came about naturally,"Yes, and he tested negative",7,,,15000,70,True News,Fake News,5e892113-69ca-37df-ecc4-d5be1c9dc60f,0,Q115|Q114,,Q85|Q113|Q112
2020-04-04 20:06:03,2020-04-04 20:17:06,IP Address,172.58.228.232,100,662,True,2020-04-04 20:17:06,R_24dvbWMhKGYMEvC,,,,,40.824097,-73.897697,anonymous,EN,Female,White (Not Hispanic or Latinx),Independent (Lean toward the Republican Party),37,2,Some college but no degree,"$100,000 to $124,999",11727,Good,No,No,No,Yes,Yes,Yes,A fair amount,Not familiar with this outlet,A fair amount,Not very much,A fair amount,A fair amount,Not familiar with this outlet,Not familiar with this outlet,Not familiar with this outlet,A fair amount,A great deal,A fair amount,Often,Not familiar with this outlet,Sometimes,Sometimes,Sometimes,Sometimes,Not familiar with this outlet,Not familiar with this outlet,Not familiar with this outlet,Sometimes,Often,Sometimes,A great deal,Not familiar with this outlet,A great deal,Not very much,A fair amount,A fair amount,Not familiar with this outlet,Not familiar with this outlet,Not familiar with this outlet,Not very much,A great deal,A fair amount,Sometimes,Not familiar with this outlet,Sometimes,Sometimes,Rarely,Sometimes,Not familiar with this outlet,Not familiar with this outlet,Not familiar with this outlet,Sometimes,Often,Often,"Twitter|Fox News|MSNBC|Breitbart|The Wall Street Journal|Network news (ABC, CBS, NBC)|CNN|Facebook|The New York Times|The Centers for Disease Control (CDC)|The World Health Organization (WHO)|Wikipedia",60,50,90,,50,5000,It came about naturally,"No, he has not taken a test",7,400000,20,,,,,5e892069-4bf0-556b-4302-1284d67472f1,1,Q115|Q114,Q35|Q28|Q29,
2020-04-04 20:10:36,2020-04-04 20:17:08,IP Address,75.134.21.233,100,392,True,2020-04-04 20:17:08,R_3n7w5gHTLn7v6ik,,,,,43.033401,-89.451202,anonymous,EN,Female,White (Not Hispanic or Latinx),Democrat (Strongly Democratic),22,0,Bachelor's degree,"$30,000 to $39,999",60048,Very good,No,No,No,Yes,No,No,None at all,None at all,None at all,None at all,None at all,None at all,None at all,None at all,A fair amount,None at all,None at all,A fair amount,Never,Never,Never,Never,Never,Never,Never,Never,Often,Rarely,Rarely,Rarely,Not very much,Not very much,Not very much,Not very much,Not very much,Not very much,Not very much,Not very much,A fair amount,Not very much,Not very much,Not very much,Never,Never,Never,Never,Never,Never,Never,Never,Often,Never,Sometimes,Sometimes,"Twitter|Facebook|Network news (ABC, CBS, NBC)|The New York Times|CNN|The World Health Organization (WHO)|The Centers for Disease Control (CDC)|Wikipedia|Fox News|Breitbart|MSNBC|The Wall Street Journal",90,98,75,,10,2000,It came about naturally,"Yes, and he tested negative",6,,,300000,30,Equally likely to be both,Equally likely to be both,5e8921a6-96bb-9317-c643-2e00dd7dc598,0,Q114|Q115,,Q85|Q113|Q112
2020-04-04 20:15:46,2020-04-04 20:17:12,IP Address,216.15.127.140,100,85,True,2020-04-04 20:17:13,R_5jUe78MkGg9N9nP,,,,,42.349792,-71.0765,anonymous,EN,Female,Asian or Pacific Islander,Democrat (Strongly Democratic),29,0,Bachelor's degree,"$40,000 to $49,999",02118,Excellent,No,No,No,No,No,No,Not very much,Not very much,Not very much,Not very much,Not very much,Not very much,Not very much,Not very much,Not very much,Not very much,Not very much,Not very much,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Not very much,Not very much,Not very much,Not very much,Not very much,Not very much,Not very much,Not very much,Not very much,Not very much,Not very much,Not very much,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,"MSNBC|Wikipedia|Network news (ABC, CBS, NBC)|The New York Times|CNN|The Centers for Disease Control (CDC)|Facebook|The World Health Organization (WHO)|The Wall Street Journal|Breitbart|Twitter|Fox News",1,1,1,,1,1,It was developed intentionally in a lab,"Yes, and he tested negative",4,,,1,1,Equally likely to be both,True News,5e892265-0b46-fc10-0447-4b7e3d4ff9f4,0,Q114|Q115,,Q85|Q113|Q112
2020-04-04 20:07:44,2020-04-04 20:17:13,IP Address,69.143.250.4,100,569,True,2020-04-04 20:17:13,R_2RPNmYgWT7yIB8j,,,,,39.456696,-76.969597,anonymous,EN,Female,White (Not Hispanic or Latinx),Democrat (Strongly Democratic),48,2,"Graduate degree (for example: MA, MBA, JD, PhD)","$150,000 or more",21784,Good,No,No,No,No,No,No,A fair amount,None at all,A great deal,Not very much,None at all,A great deal,A fair amount,A great deal,Not very much,Not very much,A great deal,A great deal,Sometimes,Never,Often,Sometimes,Never,Often,Sometimes,Sometimes,Never,Rarely,Sometimes,Never,A great deal,None at all,A great deal,Not very much,None at all,A great deal,A fair amount,A fair amount,Not very much,A fair amount,A great deal,A great deal,Often,Never,Often,Rarely,Never,Often,Sometimes,Sometimes,Rarely,Never,Sometimes,Sometimes,"Wikipedia|The Centers for Disease Control (CDC)|The World Health Organization (WHO)|Breitbart|The Wall Street Journal|The New York Times|Fox News|Facebook|MSNBC|Network news (ABC, CBS, NBC)|CNN|Twitter",98,75,70,,20,4500,It came about naturally,"Yes, and he tested negative",7,200000,45,,,,,5e8920bc-ffee-bd2f-a41b-7624a6103710,1,Q114|Q115,Q35|Q28|Q29,
2020-04-04 20:13:13,2020-04-04 20:17:16,IP Address,47.133.48.57,100,243,True,2020-04-04 20:17:16,R_24O7dvpuqU0lL2U,,,,,34.754196,-77.942902,anonymous,EN,Male,Black or African American (Not Hispanic or Latinx),Democrat (Strongly Democratic),29,0,Some college but no degree,"$30,000 to $39,999",28466,Fair,No,No,No,No,No,No,A great deal,Not familiar with this outlet,A great deal,A great deal,Not familiar with this outlet,A great deal,A great deal,Not very much,A great deal,A great deal,A fair amount,A great deal,Often,Never,Sometimes,Sometimes,Never,Sometimes,Never,Never,Sometimes,Never,Sometimes,Never,A fair amount,Not familiar with this outlet,A fair amount,A fair amount,Not very much,A fair amount,A fair amount,A fair amount,A fair amount,Not very much,A fair amount,A fair amount,Often,Rarely,Often,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,"The Centers for Disease Control (CDC)|Fox News|MSNBC|Facebook|The Wall Street Journal|Breitbart|The World Health Organization (WHO)|Network news (ABC, CBS, NBC)|Twitter|Wikipedia|CNN|The New York Times",100,100,100,,100,0,It was developed intentionally in a lab,"Yes, and he tested negative",4,,,300000,40,Equally likely to be both,True News,5e892253-e8cf-9aad-026a-f8ce2f0d2bef,0,Q114|Q115,,Q85|Q113|Q112
2020-04-04 20:07:59,2020-04-04 20:17:16,IP Address,74.138.44.8,100,557,True,2020-04-04 20:17:17,R_2zLX2b5qPoB026D,,,,,38.127808,-85.574097,anonymous,EN,Female,White (Not Hispanic or Latinx),Independent (Do not lean towards either party),46,1,Some college but no degree,"$75,000 to $99,999",40220,Good,Yes,No,No,No,Yes,No,A fair amount,Not familiar with this outlet,A great deal,None at all,None at all,A great deal,A great deal,A great deal,None at all,A great deal,A great deal,A great deal,Often,Not familiar with this outlet,Often,Rarely,Never,Often,Often,Often,Never,Sometimes,Rarely,Never,A fair amount,Not familiar with this outlet,A great deal,None at all,None at all,A great deal,A great deal,A great deal,None at all,Not very much,A great deal,A great deal,Often,Not familiar with this outlet,Often,Rarely,Never,Often,Often,Sometimes,Never,Never,Sometimes,Often,"MSNBC|The Centers for Disease Control (CDC)|Wikipedia|Twitter|The New York Times|Fox News|Breitbart|CNN|The Wall Street Journal|The World Health Organization (WHO)|Network news (ABC, CBS, NBC)|Facebook",100,100,98,,20,2000,It came about naturally,"Yes, and he tested negative",7,250000,50,,,,,5e892100-9790-7bbe-895b-4508b9674df9,1,Q114|Q115,Q35|Q29|Q28,
2020-04-04 20:13:43,2020-04-04 20:17:22,IP Address,166.181.81.86,100,219,True,2020-04-04 20:17:22,R_1nViI24HwjTDL5L,,,,,41.961807,-92.586601,anonymous,EN,Male,White (Not Hispanic or Latinx),Republican (Strongly Republican),24,1,High school diploma or equivalent (for example: GED),"$40,000 to $49,999",53203,Excellent,No,No,No,Yes,Yes,Yes,A great deal,A fair amount,A great deal,A great deal,A fair amount,A great deal,A fair amount,A great deal,A fair amount,A fair amount,A great deal,Not very much,Rarely,Sometimes,Often,Sometimes,Sometimes,Often,Sometimes,Sometimes,Sometimes,Sometimes,Rarely,Often,A great deal,A fair amount,A great deal,A great deal,A great deal,A fair amount,A fair amount,A great deal,A fair amount,A fair amount,A great deal,A fair amount,Sometimes,Often,Sometimes,Sometimes,Often,Sometimes,Sometimes,Often,Sometimes,Often,Often,Sometimes,"Fox News|The World Health Organization (WHO)|The Centers for Disease Control (CDC)|CNN|The Wall Street Journal|Network news (ABC, CBS, NBC)|The New York Times|Facebook|Breitbart|MSNBC|Twitter|Wikipedia",50,50,50,,50,10,It came about naturally,"No, he has not taken a test",6,50,50,,,,,5e89224e-5acc-d51a-aade-9e2bd7bbb11b,1,Q115|Q114,Q35|Q29|Q28,
2020-04-04 20:07:31,2020-04-04 20:17:37,IP Address,76.23.69.6,100,605,True,2020-04-04 20:17:37,R_24BgZeK2CrImh5W,,,,,36.245499,-82.823799,anonymous,EN,Female,White (Not Hispanic or Latinx),Republican (Strongly Republican),69,0,Some college but no degree,"$75,000 to $99,999",37745,Good,No,No,No,No,No,No,A fair amount,A great deal,A fair amount,Not very much,A great deal,A fair amount,A fair amount,A fair amount,None at all,A fair amount,A great deal,A great deal,Often,Rarely,Often,Sometimes,Often,Sometimes,Rarely,Rarely,Never,Often,Sometimes,Sometimes,A great deal,A great deal,A great deal,Not very much,A great deal,A great deal,A great deal,A great deal,None at all,A great deal,A great deal,A great deal,Often,Sometimes,Sometimes,Rarely,Often,Sometimes,Rarely,Never,Never,Sometimes,Often,Often,"MSNBC|The Wall Street Journal|CNN|Twitter|Facebook|Wikipedia|The Centers for Disease Control (CDC)|The New York Times|Breitbart|Fox News|The World Health Organization (WHO)|Network news (ABC, CBS, NBC)",90,80,95,,30,300,It came about naturally,"Yes, and he tested negative",7,150000,67,,,,,5e89208a-6e99-5892-1996-416910cb00a9,1,Q114|Q115,Q35|Q28|Q29,
2020-04-04 20:11:55,2020-04-04 20:17:47,IP Address,104.6.170.20,100,352,True,2020-04-04 20:17:47,R_PSNGtGU7U574ekN,,,,,42.906006,-88.123199,anonymous,EN,Female,White (Not Hispanic or Latinx),Independent (Lean toward the Democratic Party),18,0,Some college but no degree,"$1 to $9,999",53150,Good,No,No,No,Yes,No,No,None at all,None at all,None at all,None at all,None at all,None at all,None at all,None at all,None at all,None at all,None at all,None at all,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,None at all,None at all,None at all,None at all,None at all,None at all,None at all,None at all,None at all,None at all,None at all,None at all,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,"Facebook|CNN|The Wall Street Journal|The Centers for Disease Control (CDC)|Network news (ABC, CBS, NBC)|Wikipedia|Twitter|Fox News|MSNBC|The World Health Organization (WHO)|Breitbart|The New York Times",100,100,100,,100,50,It was made accidentally in a lab,"No, he has not taken a test",4,,,50000,50,Equally likely to be both,Equally likely to be both,5e892206-858b-988b-9bb8-622499e9940d,0,Q115|Q114,,Q85|Q113|Q112
2020-04-04 20:05:43,2020-04-04 20:17:54,IP Address,172.58.145.131,100,730,True,2020-04-04 20:17:54,R_1OkQXfivLmRSJBa,,,,,36.219498,-86.774002,anonymous,EN,Female,White (Not Hispanic or Latinx),Republican (Strongly Republican),33,3,High school diploma or equivalent (for example: GED),"$20,000 to $29,999",37841,Good,No,No,No,No,Yes,Yes,Not very much,Not familiar with this outlet,Not very much,A fair amount,Not very much,Not very much,Not very much,Not very much,Not familiar with this outlet,Not very much,A fair amount,Not very much,Rarely,Not familiar with this outlet,Rarely,Sometimes,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Sometimes,Rarely,Not very much,Not familiar with this outlet,Not very much,A fair amount,Not very much,Not very much,Not very much,Not very much,Not very much,Not very much,A fair amount,Not very much,Rarely,Not familiar with this outlet,Rarely,Sometimes,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Sometimes,Rarely,"The New York Times|Twitter|CNN|Facebook|The Wall Street Journal|Breitbart|The World Health Organization (WHO)|Fox News|Wikipedia|Network news (ABC, CBS, NBC)|The Centers for Disease Control (CDC)|MSNBC",98,95,5,,50,100000,It was developed intentionally in a lab,"Yes, and he tested negative",4,70000,85,,,,,5e892058-b2ca-b067-a0ce-88fc75b7de81,1,Q115|Q114,Q35|Q28|Q29,
2020-04-04 20:09:14,2020-04-04 20:17:56,IP Address,100.33.69.94,100,522,True,2020-04-04 20:17:57,R_1r8hnckQ2NqPdGk,,,,,40.673996,-73.9701,anonymous,EN,Female,Asian or Pacific Islander,Democrat (Strongly Democratic),39,1,"Graduate degree (for example: MA, MBA, JD, PhD)","$125,000 to $149,999",11238,Good,No,No,No,Yes,No,No,A fair amount,Not familiar with this outlet,A fair amount,Not very much,A fair amount,A fair amount,A fair amount,A fair amount,Not very much,A fair amount,A great deal,A fair amount,Often,Not familiar with this outlet,Sometimes,Rarely,Rarely,Sometimes,Often,Sometimes,Rarely,Rarely,Never,Rarely,A fair amount,Not familiar with this outlet,A fair amount,None at all,Not very much,A fair amount,A fair amount,A fair amount,Not very much,Not very much,A fair amount,A fair amount,Sometimes,Not familiar with this outlet,Sometimes,Rarely,Rarely,Often,Sometimes,Sometimes,Rarely,Rarely,Sometimes,Rarely,"The Wall Street Journal|Twitter|MSNBC|Facebook|Fox News|The World Health Organization (WHO)|Breitbart|The Centers for Disease Control (CDC)|CNN|Network news (ABC, CBS, NBC)|The New York Times|Wikipedia",98,80,70,,0,2000,It was developed intentionally in a lab,"Yes, and he tested negative",5,500009,50,,,,,5e892140-abf2-b988-13c4-afaafda25d38,1,Q115|Q114,Q35|Q29|Q28,
2020-04-04 20:08:56,2020-04-04 20:18:07,IP Address,23.125.45.87,100,550,True,2020-04-04 20:18:07,R_cJaH44poTEuzv1L,,,,,25.533295,-80.397301,anonymous,EN,Male,Other,Democrat (Weakly Democratic),38,0,Bachelor's degree,"$50,000 to $59,999",33032,Good,No,No,No,No,No,No,Not very much,Not familiar with this outlet,A fair amount,Not very much,A fair amount,Not very much,A fair amount,Not very much,Not familiar with this outlet,A fair amount,A fair amount,Not very much,Never,Never,Never,Never,Never,Rarely,Never,Never,Not familiar with this outlet,Rarely,Rarely,Never,None at all,Not familiar with this outlet,None at all,Not very much,Not familiar with this outlet,Not very much,Not very much,None at all,Not very much,None at all,None at all,Not very much,Rarely,Never,Rarely,Often,Rarely,Sometimes,Never,Not familiar with this outlet,Rarely,Never,Sometimes,Rarely,"The New York Times|CNN|Wikipedia|MSNBC|The Centers for Disease Control (CDC)|Facebook|Fox News|The World Health Organization (WHO)|Breitbart|The Wall Street Journal|Twitter|Network news (ABC, CBS, NBC)",65,70,30,,15,400,It came about naturally,"No, he has not taken a test",5,100,100,,,,,5e892156-65d4-8a52-9876-cdb8195a051c,1,Q115|Q114,Q35|Q29|Q28,
2020-04-04 20:08:23,2020-04-04 20:18:12,IP Address,96.228.86.134,100,588,True,2020-04-04 20:18:12,R_ekQsUXPShrvnwfT,,,,,37.337097,-79.281502,anonymous,EN,Male,Hispanic or Latinx,Democrat (Strongly Democratic),30,1,Bachelor's degree,"$60,000 to $74,999",24501,Excellent,No,No,No,Yes,Yes,Yes,A great deal,A fair amount,A great deal,A great deal,A great deal,A great deal,A great deal,A great deal,A great deal,A great deal,A great deal,A great deal,Often,Rarely,Often,Often,Sometimes,Often,Often,Often,Often,Often,Often,Often,A great deal,A fair amount,A great deal,A great deal,Not very much,A great deal,A great deal,A great deal,A great deal,A fair amount,A great deal,A great deal,Often,Never,Often,Often,Rarely,Often,Often,Often,Often,Sometimes,Often,Often,"CNN|Facebook|The New York Times|MSNBC|The Wall Street Journal|The Centers for Disease Control (CDC)|Wikipedia|Fox News|Breitbart|Network news (ABC, CBS, NBC)|The World Health Organization (WHO)|Twitter",90,80,90,,5,5000,It came about naturally,"Yes, and he tested negative",6,50000,40,,,,,5e892126-3ed7-0237-b8ce-74c26220a14e,1,Q114|Q115,Q35|Q28|Q29,
2020-04-04 20:09:17,2020-04-04 20:18:21,IP Address,68.226.170.113,100,543,True,2020-04-04 20:18:21,R_3mfYzUcJRHBkwe9,,,,,29.947693,-92.2416,anonymous,EN,Male,White (Not Hispanic or Latinx),Republican (Strongly Republican),55,0,Some college but no degree,"$60,000 to $74,999",70555,Good,Yes,No,No,No,No,No,A fair amount,Not very much,Not very much,A fair amount,Not very much,Not very much,Not very much,Not very much,Not very much,A fair amount,Not very much,Not very much,Often,Rarely,Sometimes,Sometimes,Sometimes,Never,Never,Never,Rarely,Rarely,Rarely,Rarely,A fair amount,Not very much,Not very much,Not very much,Not very much,Not very much,Not very much,Not very much,Not very much,Not very much,A fair amount,Not very much,Sometimes,Rarely,Rarely,Sometimes,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Sometimes,Sometimes,"The Centers for Disease Control (CDC)|The World Health Organization (WHO)|Facebook|Breitbart|The New York Times|The Wall Street Journal|CNN|Fox News|Wikipedia|MSNBC|Twitter|Network news (ABC, CBS, NBC)",80,80,100,,10,2000,It came about naturally,"Yes, and he tested negative",4,250000,80,,,,,5e892129-87b8-b872-a7b7-9eebea87408f,1,Q115|Q114,Q35|Q28|Q29,
2020-04-04 20:09:59,2020-04-04 20:18:46,IP Address,131.93.167.96,100,527,True,2020-04-04 20:18:47,R_1NyNh1YzMfMJbIi,,,,,43.295593,-89.745201,anonymous,EN,Male,White (Not Hispanic or Latinx),Independent (Lean toward the Democratic Party),48,1,Some college but no degree,"$60,000 to $74,999",53578,Good,No,No,No,Yes,No,No,A fair amount,None at all,A fair amount,Not very much,None at all,A fair amount,A fair amount,A fair amount,A fair amount,A fair amount,A great deal,A great deal,Often,Never,Never,Rarely,Never,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Often,Often,A fair amount,None at all,A fair amount,Not very much,None at all,A fair amount,A fair amount,A fair amount,A fair amount,Not very much,A great deal,A great deal,Sometimes,Never,Never,Rarely,Never,Never,Sometimes,Often,Never,Never,Often,Often,"Fox News|MSNBC|Twitter|The New York Times|Breitbart|Network news (ABC, CBS, NBC)|The Centers for Disease Control (CDC)|Facebook|The World Health Organization (WHO)|Wikipedia|The Wall Street Journal|CNN",75,25,90,,0,2000,It came about naturally,"Yes, and he tested negative",6,,,600000,30,Equally likely to be both,Equally likely to be both,5e8920a1-3fe8-fcc7-ef04-bd68fd45a43e,0,Q115|Q114,,Q85|Q112|Q113
2020-04-04 20:07:15,2020-04-04 20:18:47,IP Address,149.20.218.172,100,691,True,2020-04-04 20:18:47,R_2S2bxxmtfRXDjLm,,,,,43.195206,-96.139198,anonymous,EN,Female,White (Not Hispanic or Latinx),Republican (Strongly Republican),62,0,High school diploma or equivalent (for example: GED),"$20,000 to $29,999",51235,Good,No,No,No,No,No,No,None at all,None at all,None at all,None at all,Not very much,None at all,None at all,None at all,None at all,Not very much,Not very much,Not very much,Often,Never,Never,Sometimes,Never,Sometimes,Never,Never,Never,Never,Rarely,Rarely,A fair amount,None at all,None at all,Not very much,Not very much,None at all,None at all,None at all,None at all,Not very much,Not very much,Not very much,Often,Never,Never,Sometimes,Never,Sometimes,Never,Never,Never,Never,Sometimes,Sometimes,"The World Health Organization (WHO)|Breitbart|The Wall Street Journal|Fox News|MSNBC|The Centers for Disease Control (CDC)|The New York Times|CNN|Network news (ABC, CBS, NBC)|Facebook|Wikipedia|Twitter",85,75,75,,10,0,It came about naturally,"Yes, and he tested negative",6,250000,55,,,,,5e8920ab-b8c5-4031-3e91-c93c8e9532bd,1,Q115|Q114,Q35|Q28|Q29,
2020-04-04 20:04:31,2020-04-04 20:18:59,IP Address,172.58.107.60,100,867,True,2020-04-04 20:18:59,R_2CJLZYPIOJMfsfE,,,,,32.788895,-96.802101,anonymous,EN,Female,Hispanic or Latinx,Other / prefer not to say,22,1,High school diploma or equivalent (for example: GED),"$10,000 to $19,999",76164,Good,No,No,No,No,No,No,Not very much,Not very much,Not very much,Not very much,Not very much,Not very much,Not very much,Not very much,Not very much,Not very much,Not very much,Not very much,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Not very much,Not very much,Not very much,Not very much,Not very much,Not very much,Not very much,Not very much,Not very much,Not very much,A fair amount,A fair amount,Never,Not familiar with this outlet,Never,Never,Never,Never,Never,Never,Never,Never,Sometimes,Never,"Breitbart|MSNBC|The New York Times|The Wall Street Journal|Wikipedia|Fox News|Facebook|The World Health Organization (WHO)|The Centers for Disease Control (CDC)|Network news (ABC, CBS, NBC)|CNN|Twitter",90,90,40,,0,10000,It came about naturally,"No, he has not taken a test",5,,,10000,60,Equally likely to be both,Equally likely to be both,5e892021-e969-9408-acb2-db14ffaeedfa,0,Q115|Q114,,Q85|Q113|Q112
2020-04-04 20:08:06,2020-04-04 20:19:03,IP Address,70.173.81.6,100,656,True,2020-04-04 20:19:03,R_1eX1waMV9uyv7rm,,,,,36.208206,-115.2957,anonymous,EN,Male,White (Not Hispanic or Latinx),Democrat (Strongly Democratic),65,0,Some college but no degree,"$50,000 to $59,999",89149,Very good,No,No,No,No,No,No,A great deal,Not familiar with this outlet,A great deal,A fair amount,None at all,A great deal,A great deal,A great deal,A fair amount,A fair amount,A great deal,A great deal,Often,Not familiar with this outlet,Often,Never,Never,Sometimes,Never,Never,Never,Never,Never,Never,A great deal,Not familiar with this outlet,A great deal,A fair amount,Not very much,A great deal,A fair amount,A fair amount,A fair amount,A fair amount,A great deal,A great deal,Often,Not familiar with this outlet,Often,Never,Rarely,Sometimes,Never,Never,Never,Never,Often,Often,"Network news (ABC, CBS, NBC)|The World Health Organization (WHO)|The Wall Street Journal|Breitbart|The New York Times|Fox News|The Centers for Disease Control (CDC)|Twitter|CNN|Facebook|MSNBC|Wikipedia",90,50,50,,0,500,It came about naturally,"Yes, and he tested negative",7,600000,42,,,,,5e8920c7-3c50-6c97-ae68-f18939085cd0,1,Q114|Q115,Q35|Q29|Q28,
2020-04-04 20:05:17,2020-04-04 20:19:08,IP Address,75.22.16.230,100,830,True,2020-04-04 20:19:08,R_2BngQKsKbrrX1Jt,,,,,38.584793,-90.299599,anonymous,EN,Female,White (Not Hispanic or Latinx),Democrat (Weakly Democratic),69,0,Bachelor's degree,"$75,000 to $99,999",63116,Very good,No,No,No,No,No,No,A fair amount,None at all,A fair amount,None at all,None at all,A fair amount,A fair amount,A fair amount,None at all,Not very much,A great deal,A great deal,Often,Never,Rarely,Never,Never,Rarely,Never,Never,Never,Rarely,Often,Often,A fair amount,None at all,A fair amount,None at all,None at all,A fair amount,A fair amount,A fair amount,None at all,None at all,A great deal,A great deal,Often,Never,Rarely,Never,Never,Rarely,Never,Never,Never,Never,Often,Often,"The Wall Street Journal|Facebook|Fox News|Wikipedia|Network news (ABC, CBS, NBC)|MSNBC|The World Health Organization (WHO)|The New York Times|Twitter|Breitbart|CNN|The Centers for Disease Control (CDC)",99,99,80,,20,600,It came about naturally,"Yes, and he tested negative",7,,,100000,20,True News,Equally likely to be both,5e892025-3380-6133-af7f-6c54ad05c929,0,Q115|Q114,,Q85|Q113|Q112
