AID,Date,AGE(1),GENDER(2),HISPANIC(3),ETHNICITY(4),ZIP(5),REGION(6),STANDARD_POLITICAL_PARTY(7),Gender,Hispanic,Ethnicity,Region,Political Party
5E88EA99-65C8-39CE-BC10-859FC388979A,4/4/20 15:38,49,2,1,1,29360,3,2,Female,"No , not of Hispanic, Latino, or Spanish origin",White ,South,Republican
5E88EA9B-9E3C-E8CA-4981-9CAE0C160D38,4/4/20 15:46,31,2,1,1,83605,4,2,Female,"No , not of Hispanic, Latino, or Spanish origin",White ,West,Republican
5E88EA78-62C0-1250-15D8-29DAB42B3325,4/4/20 15:44,74,2,1,1,33446,3,1,Female,"No , not of Hispanic, Latino, or Spanish origin",White ,South,Democrat
5E88EA91-95E3-2196-95BE-1F5BDD5FE570,4/4/20 15:23,27,2,1,1,3109,1,3,Female,"No , not of Hispanic, Latino, or Spanish origin",White ,Northeast,Independent
5E88EA87-2B90-44B4-2329-C63485F41499,4/4/20 15:27,72,1,1,1,48315,2,3,Male,"No , not of Hispanic, Latino, or Spanish origin",White ,Midwest,Independent
5E88EA78-F904-056D-32C9-888D687E4211,4/4/20 15:22,21,1,1,2,31206,3,1,Male,"No , not of Hispanic, Latino, or Spanish origin","Black, or African American",South,Democrat
5E88EA53-C663-F1FA-A328-5AD7D3563522,4/4/20 15:30,69,1,1,1,37857,3,1,Male,"No , not of Hispanic, Latino, or Spanish origin",White ,South,Democrat
5E88EA89-5F84-AE79-B172-D569056447BE,4/4/20 15:19,50,1,1,1,15853,1,1,Male,"No , not of Hispanic, Latino, or Spanish origin",White ,Northeast,Democrat
5E88EA6E-47B8-9668-B1B5-EEA3B7DA1417,4/4/20 15:55,73,1,1,1,39180,3,2,Male,"No , not of Hispanic, Latino, or Spanish origin",White ,South,Republican
5E88EA86-B0AA-E240-6BB2-6EC766476B0E,4/4/20 15:29,52,2,1,1,78734,3,3,Female,"No , not of Hispanic, Latino, or Spanish origin",White ,South,Independent
5E88EA69-340A-89A5-DFB9-E1F7867B05CA,4/4/20 15:36,65,2,1,1,8611,1,2,Female,"No , not of Hispanic, Latino, or Spanish origin",White ,Northeast,Republican
5E88EA59-B30C-890D-5FB9-2CE6C4B2847B,4/4/20 15:30,31,2,1,1,24333,3,1,Female,"No , not of Hispanic, Latino, or Spanish origin",White ,South,Democrat
5E88EA6B-4FA5-FCF3-28AF-D5A84A52E08F,4/4/20 15:22,41,1,1,1,37091,3,1,Male,"No , not of Hispanic, Latino, or Spanish origin",White ,South,Democrat
5E88EA3D-8F7C-B172-D220-756FA4A0D63D,4/4/20 15:28,39,1,1,1,48047,2,3,Male,"No , not of Hispanic, Latino, or Spanish origin",White ,Midwest,Independent
5E88EA2C-19ED-C483-A055-5CDAB87D34EC,4/4/20 15:19,28,2,1,1,72764,3,2,Female,"No , not of Hispanic, Latino, or Spanish origin",White ,South,Republican
5E88EA10-BCAA-D5B7-90A8-EB8A9D0E9A5F,4/4/20 15:25,58,2,1,1,67124,2,2,Female,"No , not of Hispanic, Latino, or Spanish origin",White ,Midwest,Republican
5E88EA1D-C031-A4A5-9AB3-10E98575F909,4/4/20 15:22,59,1,1,2,20032,3,1,Male,"No , not of Hispanic, Latino, or Spanish origin","Black, or African American",South,Democrat
5E88EA30-77BB-E370-E4CF-9C4219D0E52D,4/4/20 15:20,40,2,1,1,60659,2,2,Female,"No , not of Hispanic, Latino, or Spanish origin",White ,Midwest,Republican
5E88EA19-7BCB-D67D-A56D-658447FDBBA9,4/4/20 15:30,63,1,1,1,33948,3,3,Male,"No , not of Hispanic, Latino, or Spanish origin",White ,South,Independent
5E88E9E5-9F61-3917-DE62-3F4AE5B21991,4/4/20 15:22,44,1,2,1,91604,4,1,Male,"Yes, Mexican, Mexican American, Chicano",White ,West,Democrat
5E88E9E0-D480-4EFE-E096-DC39A8E0A76D,4/4/20 15:26,28,1,2,1,79936,3,1,Male,"Yes, Mexican, Mexican American, Chicano",White ,South,Democrat
5E88E9B1-FD50-09B6-CAC6-D3A28E21179F,4/4/20 15:17,67,1,1,1,70401,3,2,Male,"No , not of Hispanic, Latino, or Spanish origin",White ,South,Republican
5E88E9C2-CEDD-49F3-69BB-269260A1B41A,4/4/20 15:23,66,2,1,1,85017,4,1,Female,"No , not of Hispanic, Latino, or Spanish origin",White ,West,Democrat
5E88E9AB-F905-5578-3C4A-B6BB956F2BDC,4/4/20 15:29,72,1,1,1,76549,3,2,Male,"No , not of Hispanic, Latino, or Spanish origin",White ,South,Republican
5E88E6C7-ADA4-1B3C-C66F-5DF819A2BCE7,4/4/20 15:07,51,2,1,1,78642,3,1,Female,"No , not of Hispanic, Latino, or Spanish origin",White ,South,Democrat
5E88E6CF-FC9C-03F7-CBA9-AE6379AE1C7C,4/4/20 15:03,21,1,1,1,84414,4,1,Male,"No , not of Hispanic, Latino, or Spanish origin",White ,West,Democrat
5E88E6D4-C1DB-A9E9-3B5B-1358A3ABECEB,4/4/20 15:20,60,2,1,1,30046,3,2,Female,"No , not of Hispanic, Latino, or Spanish origin",White ,South,Republican
5E88E6AC-F608-83C3-8BAE-A343272111E6,4/4/20 15:03,29,1,1,2,60617,2,3,Male,"No , not of Hispanic, Latino, or Spanish origin","Black, or African American",Midwest,Independent
5E88E6E4-E425-491D-C2F8-690018363A3B,4/4/20 15:11,49,2,1,1,42029,3,2,Female,"No , not of Hispanic, Latino, or Spanish origin",White ,South,Republican
5E88E6FB-2281-D091-FCC8-8159A8FA5BC1,4/4/20 15:21,45,2,1,1,29579,3,3,Female,"No , not of Hispanic, Latino, or Spanish origin",White ,South,Independent
5E88E6F8-E417-A8D2-7402-CA8870B46B87,4/4/20 15:03,34,1,1,1,64507,2,1,Male,"No , not of Hispanic, Latino, or Spanish origin",White ,Midwest,Democrat
5E88E6C3-4CD4-4E3B-0E2E-3CDACC57F43E,4/4/20 15:14,35,2,1,1,17756,1,1,Female,"No , not of Hispanic, Latino, or Spanish origin",White ,Northeast,Democrat
5E88E6D5-8B6D-95E1-99EE-E7DB1B031199,4/4/20 15:12,55,2,1,1,32808,3,1,Female,"No , not of Hispanic, Latino, or Spanish origin",White ,South,Democrat
5E88E6BD-C5A0-26EF-800F-374681431639,4/4/20 15:06,63,2,1,1,47802,2,1,Female,"No , not of Hispanic, Latino, or Spanish origin",White ,Midwest,Democrat
5E88E6B9-461E-9527-AA90-A7E76C02C802,4/4/20 15:04,66,2,1,1,75069,3,2,Female,"No , not of Hispanic, Latino, or Spanish origin",White ,South,Republican
5E88E6BC-BF21-D629-F352-88D7966F71F9,4/4/20 15:03,20,1,1,10,60517,2,1,Male,"No , not of Hispanic, Latino, or Spanish origin",Asian *** Other ,Midwest,Democrat
5E88E6B8-5406-1198-0728-0C1C63C81A7F,4/4/20 15:07,34,1,1,1,34231,3,2,Male,"No , not of Hispanic, Latino, or Spanish origin",White ,South,Republican
5E88E6C8-B580-A6FB-E995-A121E67A6499,4/4/20 15:17,73,1,1,1,89102,4,2,Male,"No , not of Hispanic, Latino, or Spanish origin",White ,West,Republican
5E88E6A3-BE6F-C7F6-8A88-37AA073B27ED,4/4/20 15:07,19,2,2,1,60804,2,1,Female,"Yes, Mexican, Mexican American, Chicano",White ,Midwest,Democrat
5E88E6A2-1607-C508-F0F8-9F6CA351A851,4/4/20 15:10,61,2,1,1,33484,3,1,Female,"No , not of Hispanic, Latino, or Spanish origin",White ,South,Democrat
5E88E6BB-7458-45F3-63A9-6FD1249AA810,4/4/20 15:06,45,1,14,1,75241,3,2,Male,"Yes, another Hispanic, Latino, or Spanish origin *** Other Country",White ,South,Republican
5E88DF50-1E59-27F8-BD88-713EC0BF96A1,4/4/20 14:40,59,1,1,1,59901,4,1,Male,"No , not of Hispanic, Latino, or Spanish origin",White ,West,Democrat
5E88DF31-8B21-DB06-F78B-166201E32C88,4/4/20 14:33,45,1,1,1,95682,4,3,Male,"No , not of Hispanic, Latino, or Spanish origin",White ,West,Independent
5E88DF59-C4F4-7D7A-DFAA-23565B82A879,4/4/20 14:31,64,2,1,1,32312,3,2,Female,"No , not of Hispanic, Latino, or Spanish origin",White ,South,Republican
5E88DF39-4157-6C5F-7114-63970084639A,4/4/20 14:30,27,2,1,1,92252,4,1,Female,"No , not of Hispanic, Latino, or Spanish origin",White ,West,Democrat
5E88DF49-F28C-DD19-12F3-DB833E77578E,4/4/20 14:37,75,2,1,1,40229,3,2,Female,"No , not of Hispanic, Latino, or Spanish origin",White ,South,Republican
5E88DF35-7243-07FA-295C-95E2AA0E6D1A,4/4/20 14:33,20,1,1,5,91748,4,1,Male,"No , not of Hispanic, Latino, or Spanish origin",Asian *** Chinese ,West,Democrat
5E88DF73-59CF-053D-E6C8-9E15D9FEDD2B,4/4/20 14:39,52,2,1,1,13639,1,2,Female,"No , not of Hispanic, Latino, or Spanish origin",White ,Northeast,Republican
5E88DF45-C6D3-A2FE-FEFF-ABD33E078C5B,4/4/20 14:36,42,1,1,1,34787,3,3,Male,"No , not of Hispanic, Latino, or Spanish origin",White ,South,Independent
5E88DF47-1847-DB8F-8C97-77CE83F10CAC,4/4/20 14:40,67,2,1,1,83705,4,1,Female,"No , not of Hispanic, Latino, or Spanish origin",White ,West,Democrat
5E88DF6B-F64C-407E-E554-B1A9953A47C1,4/4/20 14:33,31,2,1,5,11219,1,1,Female,"No , not of Hispanic, Latino, or Spanish origin",Asian *** Chinese ,Northeast,Democrat
5E88DF66-4250-933B-CC6B-A3AAC6B688CB,4/4/20 14:36,19,1,1,2,35010,3,3,Male,"No , not of Hispanic, Latino, or Spanish origin","Black, or African American",South,Independent
5E88DF6C-28AB-AB28-6DEF-A22D50F3CDBE,4/4/20 14:40,58,2,1,1,6268,1,2,Female,"No , not of Hispanic, Latino, or Spanish origin",White ,Northeast,Republican
5E88DF85-6530-A7B2-9A84-C93398CE8933,4/4/20 14:38,56,2,1,1,89166,4,1,Female,"No , not of Hispanic, Latino, or Spanish origin",White ,West,Democrat
5E88DF6E-F4BF-21CA-66CB-997799DB3EF7,4/4/20 14:40,63,2,1,1,60515,2,1,Female,"No , not of Hispanic, Latino, or Spanish origin",White ,Midwest,Democrat
5E88DF74-2D6F-5E0C-8B3E-AB330253BD53,4/4/20 14:30,32,1,1,1,21237,3,2,Male,"No , not of Hispanic, Latino, or Spanish origin",White ,South,Republican
5E88E6BC-694F-B004-07BD-2E7EA7116AC6,4/4/20 15:06,39,2,1,1,54302,2,2,Female,"No , not of Hispanic, Latino, or Spanish origin",White ,Midwest,Republican
5E88E6C2-393C-FB68-FBAE-4E3A0D8F19E8,4/4/20 15:08,26,2,1,1,46220,2,2,Female,"No , not of Hispanic, Latino, or Spanish origin",White ,Midwest,Republican
5E88E69B-74D5-2D86-9F38-801D7E61B773,4/4/20 15:09,18,2,14,15,61103,2,1,Female,"Yes, another Hispanic, Latino, or Spanish origin *** Other Country",Some other race ,Midwest,Democrat
5E88E6D0-20D0-CA52-A84D-0DA7AE6C39E0,4/4/20 15:07,61,2,1,1,14737,1,2,Female,"No , not of Hispanic, Latino, or Spanish origin",White ,Northeast,Republican
5E88E6E8-7904-AA80-4483-7B2261F6A487,4/4/20 15:08,56,2,1,1,46808,2,2,Female,"No , not of Hispanic, Latino, or Spanish origin",White ,Midwest,Republican
5E88E6F1-95B4-C1C4-22E1-A7D7B70E6661,4/4/20 15:09,60,1,1,1,18018,1,1,Male,"No , not of Hispanic, Latino, or Spanish origin",White ,Northeast,Democrat
5E88E709-CCBB-D2AE-07F5-3580DA6B0BC0,4/4/20 15:04,26,1,2,1,92882,4,1,Male,"Yes, Mexican, Mexican American, Chicano",White ,West,Democrat
5E88E6FA-32F8-A050-0608-0241CFF54BFA,4/4/20 15:09,69,1,1,1,85050,4,1,Male,"No , not of Hispanic, Latino, or Spanish origin",White ,West,Democrat
5E88E6FF-41DA-5677-3B4A-E2F9CF68DC1F,4/4/20 15:09,68,2,1,1,32505,3,2,Female,"No , not of Hispanic, Latino, or Spanish origin",White ,South,Republican
5E88E706-27E9-682B-48B6-FC6C44CF5480,4/4/20 15:09,64,2,1,1,92114,4,1,Female,"No , not of Hispanic, Latino, or Spanish origin",White ,West,Democrat
5E88E709-7333-4A26-D10E-81EAB9B0632D,4/4/20 15:17,84,2,1,1,27509,3,1,Female,"No , not of Hispanic, Latino, or Spanish origin",White ,South,Democrat
5E88E730-2D18-F36E-6BF9-F3E80DFEC05B,4/4/20 15:13,69,2,1,1,34201,3,1,Female,"No , not of Hispanic, Latino, or Spanish origin",White ,South,Democrat
5E88E734-16BC-00B4-A538-B4F2B31DEB7C,4/4/20 15:10,66,2,1,1,62056,2,2,Female,"No , not of Hispanic, Latino, or Spanish origin",White ,Midwest,Republican
5E88E723-41CA-81FB-8CEB-B20326D7168C,4/4/20 15:16,50,1,1,1,86440,4,3,Male,"No , not of Hispanic, Latino, or Spanish origin",White ,West,Independent
5E88E71F-3A53-3FBB-9615-78852035F10D,4/4/20 15:14,43,2,1,4,2148,1,2,Female,"No , not of Hispanic, Latino, or Spanish origin",Asian *** Asian Indian ,Northeast,Republican
5E88E722-2427-82B7-BDD2-C9B2F75238EE,4/4/20 15:17,62,2,1,1,85210,4,3,Female,"No , not of Hispanic, Latino, or Spanish origin",White ,West,Independent
5E88E728-5603-C475-8CA9-4896FB09A2F1,4/4/20 15:08,70,1,1,1,82834,4,2,Male,"No , not of Hispanic, Latino, or Spanish origin",White ,West,Republican
5E88E725-E053-86C4-9E54-A2103F4E17A8,4/4/20 15:12,65,2,1,1,11560,1,2,Female,"No , not of Hispanic, Latino, or Spanish origin",White ,Northeast,Republican
5E88E73B-AA3C-6C6F-E99F-E2F77F70BF43,4/4/20 15:13,66,2,1,1,49938,2,1,Female,"No , not of Hispanic, Latino, or Spanish origin",White ,Midwest,Democrat
5E88E74B-1586-E895-109C-C80AAFA461F3,4/4/20 15:05,26,2,12,15,48236,2,1,Female,"Yes, another Hispanic, Latino, or Spanish origin *** Spain ",Some other race ,Midwest,Democrat
5E88E769-D89E-1D4A-7B58-29BD0F9FB167,4/4/20 15:11,22,1,1,2,44110,2,1,Male,"No , not of Hispanic, Latino, or Spanish origin","Black, or African American",Midwest,Democrat
5E88E77F-95A8-BBC5-818B-704AE1B03F8A,4/4/20 15:09,46,2,1,1,92802,4,2,Female,"No , not of Hispanic, Latino, or Spanish origin",White ,West,Republican
5E88E76F-E3A5-24A0-B874-91644707FE58,4/4/20 15:09,74,1,1,1,23518,3,2,Male,"No , not of Hispanic, Latino, or Spanish origin",White ,South,Republican
5E88E770-9BBF-44AA-F9B0-40F36D3638EF,4/4/20 15:15,59,2,1,1,19067,1,2,Female,"No , not of Hispanic, Latino, or Spanish origin",White ,Northeast,Republican
5E88E788-1CF4-B9C1-EB81-B26BA596C865,4/4/20 15:11,59,1,1,5,96825,4,3,Male,"No , not of Hispanic, Latino, or Spanish origin",Asian *** Chinese ,West,Independent
5E88E772-D85E-96BE-B726-08DDFC95C9CD,4/4/20 15:13,66,2,1,1,97394,4,2,Female,"No , not of Hispanic, Latino, or Spanish origin",White ,West,Republican
5E88E791-398E-38B3-9225-32F8EF975923,4/4/20 15:20,58,2,1,1,30904,3,3,Female,"No , not of Hispanic, Latino, or Spanish origin",White ,South,Independent
5E88E774-569A-C9D8-5776-727B3B91BFCA,4/4/20 15:12,67,2,1,1,36695,3,2,Female,"No , not of Hispanic, Latino, or Spanish origin",White ,South,Republican
5E894281-4C98-3D54-79A6-DFC8C132964F,4/4/20 21:47,33,1,1,1,93280,4,2,Male,"No , not of Hispanic, Latino, or Spanish origin",White ,West,Republican
5E89428A-28D3-BE9C-8356-9217A24B998D,4/4/20 21:39,53,2,1,2,29015,3,1,Female,"No , not of Hispanic, Latino, or Spanish origin","Black, or African American",South,Democrat
5E89428E-F2DB-2154-902E-078083257ADC,4/4/20 21:40,54,2,1,1,19090,1,3,Female,"No , not of Hispanic, Latino, or Spanish origin",White ,Northeast,Independent
5E8942A2-71C3-5FC7-8854-2705A066359C,4/4/20 21:37,23,2,1,1,56058,2,1,Female,"No , not of Hispanic, Latino, or Spanish origin",White ,Midwest,Democrat
5E8942B6-CE78-6787-9D51-BADE2523E534,4/4/20 21:45,29,2,1,5,90034,4,1,Female,"No , not of Hispanic, Latino, or Spanish origin",Asian *** Chinese ,West,Democrat
5E8942C8-BA6F-2239-87AC-DEBE5B4FEC52,4/4/20 21:39,24,1,1,1,90006,4,1,Male,"No , not of Hispanic, Latino, or Spanish origin",White ,West,Democrat
5E8942E3-E603-2EB2-963E-346674F12273,4/4/20 21:44,49,2,1,1,46041,2,2,Female,"No , not of Hispanic, Latino, or Spanish origin",White ,Midwest,Republican
5E89427D-F86F-FB9D-85C7-5C37BA3A517E,4/4/20 21:48,28,1,1,1,65802,2,2,Male,"No , not of Hispanic, Latino, or Spanish origin",White ,Midwest,Republican
5E894319-EA59-6065-D7A2-84F8B12D22FA,4/4/20 21:44,55,2,1,1,46217,2,1,Female,"No , not of Hispanic, Latino, or Spanish origin",White ,Midwest,Democrat
5E894303-3723-20B6-4A8F-6F8D432EBD51,4/4/20 22:02,21,2,1,1,19135,1,1,Female,"No , not of Hispanic, Latino, or Spanish origin",White ,Northeast,Democrat
5E894323-9973-65CE-C0C9-47C3DF1C16A0,4/4/20 21:39,58,1,1,1,1040,1,3,Male,"No , not of Hispanic, Latino, or Spanish origin",White ,Northeast,Independent
5E894314-85A4-6319-BF89-F97C14E79A05,4/4/20 21:39,29,2,1,1,46783,2,1,Female,"No , not of Hispanic, Latino, or Spanish origin",White ,Midwest,Democrat
5E89437B-F0AA-69C1-3884-BF7B8110D4A9,4/4/20 21:41,37,1,1,5,91709,4,1,Male,"No , not of Hispanic, Latino, or Spanish origin",Asian *** Chinese ,West,Democrat
5E89437A-90CC-E446-885B-07CFD205C632,4/4/20 21:46,50,1,1,1,44122,2,3,Male,"No , not of Hispanic, Latino, or Spanish origin",White ,Midwest,Independent
5E894381-27A2-366A-8DDB-0311634D4316,4/4/20 22:16,36,2,1,9,92703,4,3,Female,"No , not of Hispanic, Latino, or Spanish origin",Asian *** Vietnamese ,West,Independent
5E89E485-3EBA-0A69-293E-314D2BA0D773,4/5/20 9:07,50,1,1,1,11751,1,1,Male,"No , not of Hispanic, Latino, or Spanish origin",White ,Northeast,Democrat
5E89E471-1E47-414D-A2F0-BAB77134619C,4/5/20 9:05,34,1,1,1,3860,1,1,Male,"No , not of Hispanic, Latino, or Spanish origin",White ,Northeast,Democrat
5E89EAE8-90F2-EF9C-E72A-8F15AD7C6DD4,4/5/20 9:35,46,1,1,1,25617,3,3,Male,"No , not of Hispanic, Latino, or Spanish origin",White ,South,Independent
5E8943FF-F639-6F60-9E4F-A25933E097F0,4/4/20 21:42,50,2,1,1,22556,3,3,Female,"No , not of Hispanic, Latino, or Spanish origin",White ,South,Independent
5E894428-46EB-03B3-F007-66CBFD01620A,4/4/20 21:43,30,1,1,1,79601,3,2,Male,"No , not of Hispanic, Latino, or Spanish origin",White ,South,Republican
5E894467-B802-F827-658E-7B9AED972E8A,4/4/20 21:51,37,2,1,1,28461,3,2,Female,"No , not of Hispanic, Latino, or Spanish origin",White ,South,Republican
5E894494-2A1F-E9F8-791C-6E7E807AEC08,4/4/20 22:04,29,1,6,1,32837,3,1,Male,"Yes, another Hispanic, Latino, or Spanish origin *** Ecuador ",White ,South,Democrat
5E894475-855F-86A1-7499-9A6A854B8797,4/4/20 21:45,33,2,1,1,22192,3,3,Female,"No , not of Hispanic, Latino, or Spanish origin",White ,South,Independent
5E89E48F-A661-861C-0706-A07D664312D5,4/5/20 9:07,50,1,1,2,33021,3,1,Male,"No , not of Hispanic, Latino, or Spanish origin","Black, or African American",South,Democrat
5E89E49A-B9C7-81A4-FD97-1385E682094D,4/5/20 9:10,50,1,1,1,25443,3,1,Male,"No , not of Hispanic, Latino, or Spanish origin",White ,South,Democrat
5E89E49B-A239-8292-E401-2DB41717E3FC,4/5/20 9:15,28,1,1,1,28216,3,2,Male,"No , not of Hispanic, Latino, or Spanish origin",White ,South,Republican
5E89E499-FE34-86DF-5E52-1012C5616677,4/5/20 9:11,28,1,1,1,60068,2,1,Male,"No , not of Hispanic, Latino, or Spanish origin",White ,Midwest,Democrat
5E89E4E9-DC1B-AB3E-2E6C-EF7F9502467F,4/5/20 9:08,35,1,2,7,23219,3,1,Male,"Yes, Mexican, Mexican American, Chicano",Asian *** Japanese ,South,Democrat
5E89E517-EC4A-E1AB-12A7-E70FB33F82BD,4/5/20 9:19,56,1,1,1,37615,3,2,Male,"No , not of Hispanic, Latino, or Spanish origin",White ,South,Republican
5E89E510-495D-6AE1-9D78-3397529A5D89,4/5/20 9:10,28,1,1,1,47714,2,1,Male,"No , not of Hispanic, Latino, or Spanish origin",White ,Midwest,Democrat
5E89E50E-681F-78F1-3C6C-21F0FDE8B4E5,4/5/20 9:10,38,1,14,1,19154,1,3,Male,"Yes, another Hispanic, Latino, or Spanish origin *** Other Country",White ,Northeast,Independent
5E89E522-891B-EDBF-FBDA-373BB828B0B0,4/5/20 9:09,57,1,1,1,34972,3,2,Male,"No , not of Hispanic, Latino, or Spanish origin",White ,South,Republican
5E89E540-56ED-A524-D716-DEDB279690A5,4/5/20 9:19,40,1,1,1,45840,2,3,Male,"No , not of Hispanic, Latino, or Spanish origin",White ,Midwest,Independent
5E89E6F8-56D7-9C08-2602-17FD8C03D59D,4/5/20 9:17,58,1,1,1,75228,3,2,Male,"No , not of Hispanic, Latino, or Spanish origin",White ,South,Republican
5E89E70B-D807-E475-F0EA-0199B5746304,4/5/20 9:19,37,1,1,1,33619,3,2,Male,"No , not of Hispanic, Latino, or Spanish origin",White ,South,Republican
5E89E6B8-35E0-1C3B-8DB1-4A0ADBCC6C97,4/5/20 9:18,44,1,1,1,37331,3,2,Male,"No , not of Hispanic, Latino, or Spanish origin",White ,South,Republican
5E89EA98-8474-84AA-F205-6A98D927744A,4/5/20 9:40,51,1,1,1,48126,2,3,Male,"No , not of Hispanic, Latino, or Spanish origin",White ,Midwest,Independent
5E89EAC4-6764-D718-6457-CF311D9337E6,4/5/20 9:38,56,1,1,1,33704,3,3,Male,"No , not of Hispanic, Latino, or Spanish origin",White ,South,Independent
5E89EBE0-3C18-03F4-9E82-0D6060AF42E2,4/5/20 9:42,60,1,1,1,75701,3,2,Male,"No , not of Hispanic, Latino, or Spanish origin",White ,South,Republican
5E89EB9D-43E4-3A20-7122-9759AC5B22F6,4/5/20 9:48,82,1,1,1,78550,3,3,Male,"No , not of Hispanic, Latino, or Spanish origin",White ,South,Independent
5E89EBCA-EF0E-C77F-EC8A-A8DEDC8C44BB,4/5/20 10:00,56,1,1,1,5403,1,3,Male,"No , not of Hispanic, Latino, or Spanish origin",White ,Northeast,Independent
5E89EBD9-5CD0-334A-1EAA-E21D3C20E284,4/5/20 9:52,69,1,1,1,41014,3,2,Male,"No , not of Hispanic, Latino, or Spanish origin",White ,South,Republican
5E893CD4-B998-4C88-8D2F-EA73CFE755C7,4/4/20 21:16,44,2,1,6,46307,2,2,Female,"No , not of Hispanic, Latino, or Spanish origin",Asian *** Filipino ,Midwest,Republican
5E893CF3-6936-7A49-F8B8-8AEE58C199A7,4/4/20 21:20,52,2,1,2,30467,3,1,Female,"No , not of Hispanic, Latino, or Spanish origin","Black, or African American",South,Democrat
5E893D17-2ECA-6FF3-C505-5732963107C2,4/4/20 21:10,31,2,3,1,12210,1,1,Female,"Yes, Cuban",White ,Northeast,Democrat
5E893D1E-5FDD-A795-D759-14936C0FB0C7,4/4/20 21:19,58,1,1,1,75459,3,2,Male,"No , not of Hispanic, Latino, or Spanish origin",White ,South,Republican
5E893D2C-51C2-8878-971B-CD907F28243C,4/4/20 21:16,19,1,1,5,19148,1,1,Male,"No , not of Hispanic, Latino, or Spanish origin",Asian *** Chinese ,Northeast,Democrat
5E893D14-9DE7-3AB2-52AB-FEF991265EF4,4/4/20 21:24,51,1,15,1,12180,1,3,Male,Prefer not to answer,White ,Northeast,Independent
5E893D42-4305-0C93-FE2D-7618B1FC9690,4/4/20 21:27,29,1,1,1,34653,3,1,Male,"No , not of Hispanic, Latino, or Spanish origin",White ,South,Democrat
5E893D88-BB7A-EF7B-1191-C5F16EDE71C5,4/4/20 21:19,58,1,1,1,32825,3,2,Male,"No , not of Hispanic, Latino, or Spanish origin",White ,South,Republican
5E893D7F-95F7-3F4F-697C-83E3EF6D6EB8,4/4/20 21:15,25,2,1,1,72205,3,1,Female,"No , not of Hispanic, Latino, or Spanish origin",White ,South,Democrat
5E893D79-46E1-3662-75BE-1A9D32F90C76,4/4/20 21:27,47,1,1,2,60542,2,1,Male,"No , not of Hispanic, Latino, or Spanish origin","Black, or African American",Midwest,Democrat
5E893DB0-DA51-E272-0E31-40A89D898B94,4/4/20 21:15,37,1,1,1,8021,1,3,Male,"No , not of Hispanic, Latino, or Spanish origin",White ,Northeast,Independent
5E893D96-8EEA-E685-A2F4-B6ACA7B693EB,4/4/20 21:12,23,1,1,1,49512,2,1,Male,"No , not of Hispanic, Latino, or Spanish origin",White ,Midwest,Democrat
5E893DAA-1295-B8A9-255F-74854910DF88,4/4/20 21:25,33,2,1,2,10451,1,1,Female,"No , not of Hispanic, Latino, or Spanish origin","Black, or African American",Northeast,Democrat
5E893DCA-EA92-81D4-DAE3-05AB06C1EFC3,4/4/20 21:29,54,1,1,2,92405,4,1,Male,"No , not of Hispanic, Latino, or Spanish origin","Black, or African American",West,Democrat
5E893D32-4EF2-477A-2661-29BAD6E5F028,4/4/20 21:19,44,1,1,1,93702,4,2,Male,"No , not of Hispanic, Latino, or Spanish origin",White ,West,Republican
5E893DCA-F51A-8574-36D9-B4E763A21A60,4/4/20 21:13,25,1,2,2,11104,1,3,Male,"Yes, Mexican, Mexican American, Chicano","Black, or African American",Northeast,Independent
5E893DB7-4BDA-46E6-0E61-89E9B93F8F4E,4/4/20 21:18,37,1,1,1,41622,3,1,Male,"No , not of Hispanic, Latino, or Spanish origin",White ,South,Democrat
5E893DEC-71F4-6B01-9B1D-758FE8E62EA7,4/4/20 21:21,42,2,1,1,70808,3,2,Female,"No , not of Hispanic, Latino, or Spanish origin",White ,South,Republican
5E893DD7-A431-1B43-908F-5C247B08B5E8,4/4/20 21:19,56,2,1,1,47879,2,1,Female,"No , not of Hispanic, Latino, or Spanish origin",White ,Midwest,Democrat
5E893E0A-C361-B2B9-F0FE-AB9EED691008,4/4/20 21:23,29,1,1,1,1754,1,2,Male,"No , not of Hispanic, Latino, or Spanish origin",White ,Northeast,Republican
5E893DEE-24EE-9761-10EF-EBDDB26B6018,4/4/20 21:26,39,2,1,1,29053,3,2,Female,"No , not of Hispanic, Latino, or Spanish origin",White ,South,Republican
5E893DF6-CF87-380E-6075-18C5B802F8BB,4/4/20 21:20,57,1,11,1,10025,1,1,Male,"Yes, another Hispanic, Latino, or Spanish origin *** Peru ",White ,Northeast,Democrat
5E893DF0-BD67-6655-0CCB-7FB3F1E9AC8B,4/4/20 21:22,55,2,12,1,26062,3,1,Female,"Yes, another Hispanic, Latino, or Spanish origin *** Spain ",White ,South,Democrat
5E893DF3-1256-9150-3940-E09E9E72F9D1,4/4/20 21:24,51,2,14,6,92324,4,1,Female,"Yes, another Hispanic, Latino, or Spanish origin *** Other Country",Asian *** Filipino ,West,Democrat
5E89EC0E-E6E6-3D0D-F2FA-B422A66241F6,4/5/20 9:44,63,1,1,1,59644,4,2,Male,"No , not of Hispanic, Latino, or Spanish origin",White ,West,Republican
5E89EC02-83A3-10AE-7C25-EAA11D3BDFD8,4/5/20 9:41,47,1,1,1,34952,3,2,Male,"No , not of Hispanic, Latino, or Spanish origin",White ,South,Republican
